IP,ASN,Name,BGP_Prefix,Country,Registry
2a12:a800:0002:0001:0045:0141:0215:0169,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0137,,,,,
2a00:1dc0:caff:008b:0000:0000:0000:24bd,,,,,
185.220.101.38,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a03:4000:0006:d042:5440:88ff:fedd:4ae5,,,,,
185.207.107.216,AS197540,"NETCUP-AS netcup GmbH, DE",185.207.104.0/22,DE,
206.206.192.178,AS2900,WN-AZ-AS - Arizona Tri University Network,206.206.192.0/19,US,
192.76.160.144,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
185.181.60.204,AS56655,"GIGAHOST, NO",185.181.60.0/22,NO,
176.118.193.33,AS44486,"SYNLINQ synlinq.de, DE",176.118.193.0/24,AT,
194.32.107.87,AS56655,"GIGAHOST, NO",194.32.107.0/24,NO,
23.129.64.145,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0e:97c0:03e3:0460:1337:b03b:1337:0004,,,,,
2620:018c:0000:0192:0000:0000:00e0:0193,,,,,
62.171.137.169,AS51167,"CONTABO, DE",62.171.136.0/23,DE,
185.235.146.29,AS39405,"FULLSAVE-AS, FR",185.235.146.0/24,FR,
178.79.154.219,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",178.79.128.0/18,US,
2a10:c800:0001:9cc6:0000:0000:0000:0001,,,,,
94.16.116.81,AS197540,"NETCUP-AS netcup GmbH, DE",94.16.116.0/22,AT,
2001:0620:20d0:0000:0000:0000:0000:0024,,,,,
107.189.8.181,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
192.76.160.143,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
193.189.100.199,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
23.129.64.133,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a02:0418:6017:0000:0000:0000:0000:0147,,,,,
38.135.25.97,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
185.125.171.72,AS56655,"GIGAHOST, NO",185.125.168.0/22,NO,
185.225.69.222,AS30836,"NET23-AS, HU",185.225.68.0/22,HU,
178.162.175.5,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",178.162.174.0/23,NL,
2602:f6f6:0002:2634:0000:0000:0000:0001,,,,,
2a02:8010:677e:f9d0:0215:5dff:fe01:210c,,,,,
2a0e:97c0:03e3:0460:1337:b30b:1337:0010,,,,,
2605:6400:0030:f8f8:848e:0fd0:9cc7:ec5d,,,,,
2001:067c:0e60:0c0c:0192:0042:0116:0208,,,,,
185.243.218.230,AS56655,"GIGAHOST, NO",185.243.218.0/24,NO,
23.129.64.148,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2620:018c:0000:0192:0000:0000:00e0:0171,,,,,
2a04:52c0:7000:0002:0000:0000:0000:0137,,,,,
2407:3640:2259:6302:0000:0000:0000:0001,,,,,
2a0f:cdc6:0500:11e3:0000:0000:0000:0002,,,,,
185.220.101.96,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.193.52.180,AS44679,"BINBOX-GLOBAL-SERVICES, RO",185.193.52.0/24,RO,
2001:067c:089c:0702:01ce:01ce:babe:0006,,,,,
171.25.193.82,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
47.147.181.58,AS5650,"FRONTIER-FRTR - Frontier Communications of America, Inc., US",47.144.0.0/13,US,
2a03:94e0:ffff:0185:0243:0218:0000:0229,,,,,
2620:018c:0000:0192:0000:0000:00e0:0158,,,,,
104.244.79.50,AS53667,"PONYNET - FranTech Solutions, US",104.244.79.0/24,US,
2a0e:bfc7:0000:0000:0216:3cff:feae:41de,,,,,
144.31.253.90,AS213877,U1HOST-AS - u1host ltd,144.31.253.0/24,US,
185.220.100.253,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2a0f:df00:0000:0255:0000:0000:0000:0197,,,,,
191.191.36.35,AS28573,"Claro NXT Telecomunicacoes Ltda, BR",191.191.0.0/18,BR,
2620:018c:0000:0192:0000:0000:00e0:0181,,,,,
185.220.101.189,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.49,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.2,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
45.134.225.36,AS213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",45.134.225.0/24,DE,
124.198.131.133,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
2602:f6f6:0002:e74f:0000:0000:0000:0001,,,,,
2a12:a800:0011:0001:0192:0159:0099:0162,,,,,
185.254.196.141,AS30860,"YURTEH-AS, UA",185.254.196.0/23,UA,
192.42.116.184,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
45.80.158.249,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
2a0b:f4c2:0004:0000:0000:0000:0000:0103,,,,,
172.81.132.94,AS27176,"DATAWAGON - DataWagon LLC, US",172.81.132.0/24,US,
2a03:94e0:ffff:0185:0243:0218:0000:0226,,,,,
45.138.16.231,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
92.119.165.108,AS211507,"LAIN we love lain, cats and the world wide web, DE",92.119.165.0/24,DE,
2a0b:f4c2:0000:0000:0000:0000:0000:0023,,,,,
185.132.53.150,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
109.70.100.7,AS208323,"APPLIEDPRIVACY-AS, AT",109.70.100.0/24,AT,
185.220.101.184,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0002:0000:0000:0000:0000:0032,,,,,
45.66.35.29,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
78.130.199.40,AS9070,"COOOLBOX, BG",78.130.128.0/17,BG,
37.114.50.124,AS58087,"FLORIANKOLB, DE",37.114.50.0/24,DE,
78.159.131.103,AS215540,"GCS-AS, GB",78.159.131.0/24,BG,
2a09:61c0:0000:0000:0000:0000:0000:0022,,,,,
2620:018c:0000:0192:0000:0000:00e0:0220,,,,,
178.17.174.164,AS43289,"TRABIA, MD",178.17.160.0/20,MD,
185.106.102.102,AS197648,"CL8ASN1, CY",185.106.102.0/24,CY,
2a06:1700:0000:0012:0000:0000:0000:0004,,,,,
72.180.144.67,AS11427,"TWC-11427-TEXAS - Charter Communications Inc, US",72.176.0.0/13,US,
2a0b:f4c2:0001:0000:0000:0000:0000:0142,,,,,
194.32.107.172,AS56655,"GIGAHOST, NO",194.32.107.0/24,NO,
2a0a:4cc0:2000:cd4c:0000:0000:0000:0012,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0014,,,,,
107.189.30.86,AS53667,"PONYNET - FranTech Solutions, US",107.189.30.0/23,US,
77.48.28.193,AS16019,"VODAFONE-CZ-AS, CZ",77.48.0.0/17,CZ,
107.189.20.102,AS14956,"ROUTERHOSTING - RouterHosting LLC, US",107.189.16.0/21,US,
2001:067c:0e60:0c0c:0192:0042:0116:0196,,,,,
2a0b:f4c2:0004:0000:0000:0000:0000:0104,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0180,,,,,
23.129.64.147,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a06:1700:0000:0050:0000:0000:0000:0011,,,,,
192.42.116.195,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
2a0b:f4c0:016c:0004:0000:0000:0000:0001,,,,,
2a06:1700:0000:0012:0000:0000:0000:0003,,,,,
185.220.101.11,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
74.208.77.132,AS8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",74.208.0.0/16,US,
185.220.101.32,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2605:6400:0030:f174:0000:0000:0000:0042,,,,,
45.138.16.42,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
2620:018c:0000:0192:0000:0000:00e0:0212,,,,,
2a10:c800:0001:f7f8:0000:01ce:01ce:babe,,,,,
45.33.85.245,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",45.33.64.0/19,US,
2a06:1700:0001:0043:0000:0000:0efa:fee4,,,,,
192.76.160.131,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
54.36.108.162,AS16276,"OVH, FR",54.36.0.0/16,FR,
104.244.75.74,AS53667,"PONYNET - FranTech Solutions, US",104.244.75.0/24,US,
2001:067c:0e60:0c0c:0192:0042:0116:0211,,,,,
2001:067c:0e28:0001:0000:0000:0000:0104,,,,,
2a0b:f4c2:0000:0000:0000:0000:0000:0018,,,,,
180.150.226.99,AS45382,"EHOSTIDC-AS-KR Hostcenter, KR",180.150.226.0/24,KR,
203.55.81.1,AS213873,OUIDO-HOSTING - MOJI SAS,203.55.81.0/24,FR,
2602:f6f6:0002:39c1:0000:0000:0000:0001,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0055,,,,,
2a03:e600:0100:0000:0000:0000:0000:0013,,,,,
185.220.101.26,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.165.171.84,AS200651,"FLOKINET, IS",185.165.171.0/24,IS,
2a12:a800:0008:0001:0045:0094:0031:0068,,,,,
64.190.113.221,AS399629,"BLNWX - BL Networks, US",64.190.113.0/24,US,
82.118.248.205,AS45007,"VIPNET, BG",82.118.248.0/21,BG,
172.104.243.155,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.104.224.0/19,US,
2001:067c:089c:0702:01ce:01ce:babe:0010,,,,,
185.227.68.78,AS206804,"ESTNOC-GLOBAL, EE",185.227.68.0/24,US,
23.129.64.214,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
172.104.182.84,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",172.104.160.0/19,US,
2602:fa59:0005:032f:0000:0000:0000:0001,,,,,
45.94.31.228,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.94.31.0/24,NL,
2a0b:f4c2:0002:0000:0000:0000:0000:0037,,,,,
185.220.101.33,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.16,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a03:4000:0062:0008:c855:23ff:fef6:50ee,,,,,
2607:f1c0:f05a:f100:0000:0000:0000:0001,,,,,
185.220.101.149,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
185.220.101.155,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a03:4000:0017:0a15:d4db:fbff:fef4:8b7b,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0144,,,,,
185.220.101.39,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.208,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
185.56.171.94,AS3242,"ASN-ITNET, IT",185.56.168.0/22,IT,
2a0b:f4c2:0004:0000:0000:0000:0000:0099,,,,,
23.191.200.25,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
77.48.28.237,AS16019,"VODAFONE-CZ-AS, CZ",77.48.0.0/17,CZ,
213.95.149.22,AS12337,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany, DE",213.95.0.0/16,DE,
203.202.232.160,AS44382,"WHITELABEL, US",203.202.232.0/24,TR,
94.102.51.15,AS202425,"INT-NETWORK, SC",94.102.51.0/24,NL,
45.137.70.158,AS203446,"AS203446, GB",45.137.70.0/24,DE,
185.220.100.242,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2a05:b0c7:655b:0000:0000:0000:0000:0001,,,,,
194.26.192.177,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",194.26.192.0/24,DE,
86.54.28.49,AS12989,"BLACKHOST AS12989.NET, CA",86.54.28.0/24,CA,
23.129.64.196,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
178.218.144.18,AS212508,"LOWHOSTING-AS, IT",178.218.144.0/24,US,
185.154.110.142,AS49770,"INTERNETPORT-AS, SE",185.154.108.0/22,SE,
2a0b:f4c2:0002:0000:0000:0000:0000:0040,,,,,
45.83.104.137,AS197540,"NETCUP-AS netcup GmbH, DE",45.83.104.0/22,DE,
5.255.101.131,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
87.118.110.27,AS31103,"KEYWEB-AS, DE",87.118.64.0/18,DE,
2605:6400:0010:0984:41e7:4ad6:a11e:cdcc,,,,,
192.121.44.34,AS199950,"HJELM-ENTERPRISES-AB, SE",192.121.44.0/24,SE,
178.175.148.155,AS43289,"TRABIA, MD",178.175.148.0/23,MD,
23.129.64.168,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.195.71.244,AS56803,"AS-DATASOURCE, CH",185.195.71.0/24,CH,
2a03:4000:0002:0ada:e4f6:6aff:fea3:425f,,,,,
192.76.160.139,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
2a09:61c0:0000:0000:0000:0000:0000:0029,,,,,
185.220.101.182,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0222,,,,,
185.220.101.183,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2a0b:f4c2:0001:0000:0000:0000:0000:0174,,,,,
2a06:1700:0000:0016:0000:0000:0000:0001,,,,,
2a0e:bfc2:0000:0015:0000:0000:0000:1984,,,,,
2a02:16d0:0000:0005:0000:0000:0000:0001,,,,,
2400:8905:e001:010f:0000:0000:1337:c0de,,,,,
8.211.148.167,AS45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",8.211.128.0/19,SG,
107.189.8.226,AS53667,"PONYNET - FranTech Solutions, US",107.189.8.0/22,US,
2605:6400:0030:f623:5a78:29a6:8492:27b0,,,,,
45.61.184.51,AS53667,"PONYNET - FranTech Solutions, US",45.61.184.0/22,US,
185.241.208.234,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
2a03:0f80:0354:7a6a:0000:0000:0000:0001,,,,,
144.31.77.174,AS213877,U1HOST-AS - u1host ltd,144.31.77.0/24,US,
185.112.146.167,AS44925,"THE-1984-AS, IS",185.112.144.0/22,IS,
185.220.100.254,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
2001:067c:0e60:0c0c:0192:0042:0116:0210,,,,,
2a04:52c0:0106:d219:0000:0000:0000:0001,,,,,
193.189.100.196,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
2a0b:f4c2:0000:0000:0000:0000:0000:0030,,,,,
2a02:0ec0:0209:0010:0000:0000:0000:0004,,,,,
45.138.16.107,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
64.190.76.12,AS214094,OSSERVATORIO-NESSUNO - Davide Silvetti trading as 'Association Osservatorio Nessuno ODV',64.190.76.0/24,IT,
45.80.158.93,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.80.158.0/24,NL,
92.118.112.83,AS215540,"GCS-AS, GB",92.118.112.0/24,RU,
2a04:52c0:7000:0002:0000:0000:0000:0130,,,,,
45.118.133.44,AS63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",45.118.132.0/22,SG,
71.19.144.106,AS47066,"PRGMR - prgmr.com, Inc., US",71.19.144.0/24,US,
2001:067c:0e60:0c0c:0192:0042:0116:0178,,,,,
2a0b:f4c2:0002:0000:0000:0000:0000:0053,,,,,
2605:6400:0030:edc3:0000:0000:0000:0034,,,,,
45.38.20.153,AS215659,"MOEMOEKYUN, RO",45.38.20.0/24,US,
2001:067c:0e60:0c0c:0192:0042:0116:0219,,,,,
2a0b:f4c0:016c:0012:0000:0000:0000:0001,,,,,
185.132.53.58,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
179.43.159.198,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2a04:52c0:7000:0002:0000:0000:0000:0147,,,,,
45.138.16.125,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
94.75.225.81,AS60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",94.75.192.0/18,NL,
2a0b:f4c2:0000:0000:0000:0000:0000:0025,,,,,
45.128.133.242,AS206804,"ESTNOC-GLOBAL, EE",45.128.133.0/24,EE,
74.82.47.194,AS6939,"HURRICANE - Hurricane Electric LLC, US",74.82.0.0/18,US,
2001:067c:089c:0702:01ce:01ce:babe:0009,,,,,
173.90.142.204,AS10796,"TWC-10796-MIDWEST - Charter Communications Inc, US",173.90.0.0/15,US,
104.167.242.117,AS26286,MYSTICDEVIO - MysticDev LLC,104.167.242.0/24,US,
2a12:a800:0011:0001:0192:0159:0099:0021,,,,,
139.59.85.179,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",139.59.80.0/20,SG,
2605:6400:0030:f7fa:0000:0000:b00b:0135,,,,,
185.241.208.71,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
2a0d:c2c0:0001:0004:0000:0000:0000:0002,,,,,
149.102.153.38,AS51167,"CONTABO, DE",149.102.152.0/21,US,
2620:018c:0000:0192:0000:0000:00e0:0147,,,,,
2a12:a800:0002:0001:0185:0241:0208:0136,,,,,
23.129.64.207,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a0b:f4c2:0002:0000:0000:0000:0000:0048,,,,,
104.244.78.233,AS53667,"PONYNET - FranTech Solutions, US",104.244.78.0/24,US,
108.30.90.77,AS701,"UUNET - Verizon Business, US",108.30.0.0/16,US,
2001:41d0:0305:2100:0000:0000:0000:1acf,,,,,
2620:018c:0000:0192:0000:0000:00e0:0160,,,,,
2a03:4000:0006:102b:c457:f3ff:feb0:a6d0,,,,,
2605:6400:0030:ea86:59b6:d4c6:5192:1a19,,,,,
2a0b:f4c0:016c:0007:0000:0000:0000:0001,,,,,
2602:fba1:0100:0000:0000:0000:0061:0001,,,,,
38.135.25.144,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
185.220.101.29,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
93.99.104.18,AS16019,"VODAFONE-CZ-AS, CZ",93.99.0.0/17,CZ,
190.120.229.98,AS263812,"SONDATECH S.A.S., AR",190.120.229.0/24,CO,
2001:067c:0e60:0c0c:0192:0042:0116:0194,,,,,
45.138.16.248,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.138.16.0/24,NL,
185.220.101.59,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2001:067c:0e28:0001:0000:0000:0000:0002,,,,,
5.2.67.226,AS60404,"LITESERVER, NL",5.2.64.0/20,NL,
2001:067c:289c:0000:0000:0000:0000:0025,,,,,
78.142.18.219,AS213438,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",78.142.18.0/24,BG,
2a14:7583:f607:0000:0000:0000:0000:0000,,,,,
5.255.123.164,AS60404,"LITESERVER, NL",5.255.96.0/19,NL,
45.66.35.30,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
171.25.193.81,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2620:018c:0000:0192:0000:0000:00e0:0139,,,,,
2a0b:f4c2:0004:0000:0000:0000:0000:0106,,,,,
23.129.64.208,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.132.53.107,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
2a04:52c0:7000:0002:0000:0000:0000:0134,,,,,
80.66.72.134,AS215540,"GCS-AS, GB",80.66.72.0/24,RU,
2001:41d0:000a:fe22:0000:0000:0000:0001,,,,,
23.129.64.164,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
185.220.101.144,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2620:018c:0000:0192:0000:0000:00e0:0149,,,,,
138.226.236.103,AS205775,"NEONCORENETWORKS, US",138.226.236.0/24,GB,
2a12:a800:0001:0001:0002:0058:0056:0043,,,,,
91.212.45.214,AS212477,"ROYALE-AS, NL",91.212.45.0/24,NL,
23.137.105.248,AS22295,ADVIN - Advin Services LLC,23.137.105.0/24,US,
185.220.101.185,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
192.42.116.180,AS215125,CYBEROLOGY-AS - Church of Cyberology,192.42.116.0/24,NL,
80.253.251.75,AS215540,"GCS-AS, GB",80.253.251.0/24,SC,
205.185.121.170,AS53667,"PONYNET - FranTech Solutions, US",205.185.112.0/20,US,
2a0e:97c0:03e3:00b6:0000:0000:0000:0001,,,,,
204.137.14.104,AS399820,"ATOMIC-NETWORKS-1 - SPARKED HOST LLC, US",204.137.14.0/24,US,
80.241.60.207,AS199118,"HPLS-AS, DE",80.241.60.0/24,DE,
192.76.160.137,AS60404,"LITESERVER, NL",192.76.160.0/24,NL,
185.241.208.81,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",185.241.208.0/24,NL,
193.189.100.194,AS41281,"KEFF Interplanetary Communications Network, GB",193.189.100.0/24,GB,
185.35.202.222,AS50304,"BLIX, NO",185.35.200.0/22,NO,
192.121.44.26,AS199950,"HJELM-ENTERPRISES-AB, SE",192.121.44.0/24,SE,
103.164.54.199,AS141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",103.164.54.0/23,SG,
103.91.65.44,AS55720,"GIGABIT-MY Gigabit Hosting Sdn Bhd, MY",103.91.65.0/24,MY,
185.129.62.62,AS57860,"ZENCURITY-NET, DK",185.129.62.0/23,DK,
2605:6400:0010:1362:0000:0000:0000:0002,,,,,
185.220.101.44,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
179.43.159.197,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2607:fa18:0003:beef:f001:c0de:feed:ba5e,,,,,
80.78.18.86,AS39287,"ABSTRACT, FI",80.78.16.0/20,FI,
192.108.48.150,AS680,"DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",192.108.48.0/24,DE,
2a04:52c0:7000:0002:0000:0000:0000:0132,,,,,
23.129.64.197,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
171.25.193.37,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
87.118.116.103,AS31103,"KEYWEB-AS, DE",87.118.64.0/18,DE,
94.249.175.18,AS213850,NEXOSYSTEMS - Justin Harth,94.249.175.0/24,DE,
2a0b:f4c0:016c:0001:0000:0000:0000:0001,,,,,
2400:8905:0000:0000:f03c:95ff:fe67:ec03,,,,,
188.68.49.235,AS197540,"NETCUP-AS netcup GmbH, DE",188.68.48.0/22,DE,
165.227.41.75,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",165.227.32.0/20,US,
185.220.101.43,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
2001:1b60:0003:0239:1003:0103:0000:0001,,,,,
2a03:4000:0037:0003:e842:02ff:feb9:c49c,,,,,
5.2.79.190,AS60404,"LITESERVER, NL",5.2.64.0/20,NL,
2a0b:f4c2:0001:0000:0000:0000:0000:0133,,,,,
82.221.128.191,AS50613,"THORDC-AS, IS",82.221.128.0/24,IS,
185.220.100.246,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
185.130.47.58,AS210083,"PRIVEX, BZ",185.130.47.0/24,BZ,
2a04:52c0:0123:c6c3:0000:0000:0000:0001,,,,,
185.62.58.165,AS62370,"SNEL, NL",185.62.58.0/24,NL,
185.100.87.174,AS200651,"FLOKINET, IS",185.100.87.0/24,IS,
147.182.202.137,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",147.182.192.0/20,US,
23.191.200.18,AS401401,UNREDACTED-NOISENET - Unredacted Inc,23.191.200.0/24,US,
2a0b:f4c2:0001:0000:0000:0000:0000:0190,,,,,
92.119.164.208,AS211507,"LAIN we love lain, cats and the world wide web, DE",92.119.164.0/24,DE,
23.129.64.222,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
45.154.98.33,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",45.154.98.0/24,BE,
124.198.131.191,AS210558,"028f45e8dd4f225cb46a7d8003745a3a7f55d3a0, DE",124.198.131.0/24,NL,
149.202.79.129,AS16276,"OVH, FR",149.202.0.0/16,FR,
2a0b:f4c2:0004:0000:0000:0000:0000:0100,,,,,
87.246.55.94,AS205352,KBLNET - KABELNET LTD,87.246.54.0/23,BG,
185.100.85.132,AS200651,"FLOKINET, IS",185.100.84.0/23,IS,
2a0b:f4c2:0001:0000:0000:0000:0000:0188,,,,,
38.135.24.176,AS27284,FOURPLEX-ASN - Fourplex Telecom LLC,38.135.24.0/23,US,
2a0b:f4c2:0000:0000:0000:0000:0000:0022,,,,,
176.65.148.149,AS51396,"PFCLOUD Pfcloud UG, DE",176.65.148.0/24,DE,
185.246.191.53,AS200651,"FLOKINET, IS",185.246.191.0/24,IS,
23.129.64.153,AS396507,"EMERALD-ONION - Emerald Onion, US",23.129.64.0/24,US,
2a03:e600:0100:0000:0000:0000:0000:0006,,,,,
45.84.107.47,AS214503,"R0CKET-CLOUD, SE",45.84.107.0/24,SE,
204.137.14.92,AS399820,"ATOMIC-NETWORKS-1 - SPARKED HOST LLC, US",204.137.14.0/24,US,
2a03:94e0:ffff:0185:0243:0218:0000:0231,,,,,
185.220.100.255,AS205100,"F3NETZE, DE",185.220.100.0/24,DE,
179.43.159.194,AS51852,"PLI-AS, PA",179.43.159.0/24,PA,
2a0b:f4c2:0002:0000:0000:0000:0000:0051,,,,,
185.220.101.41,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
87.120.222.33,AS215540,"GCS-AS, GB",87.120.222.0/24,BG,
2a0b:f4c2:0001:0000:0000:0000:0000:0173,,,,,
186.222.207.121,AS28573,"Claro NXT Telecomunicacoes Ltda, BR",186.222.192.0/19,BR,
45.66.35.20,AS61125,"SABOTAGE, US",45.66.35.0/24,NL,
2a03:4000:0013:07c3:dead:beef:ca1f:1337,,,,,
2800:0ba0:0006:00c1:0000:0000:0000:4858,,,,,
2a0b:f4c2:0001:0000:0000:0000:0000:0189,,,,,
185.132.53.45,AS211507,"LAIN we love lain, cats and the world wide web, DE",185.132.53.0/24,DE,
171.25.193.20,AS198093,"DFRI-AS Foreningen for digitala fri- och rattigheter, SE",171.25.193.0/24,SE,
2a12:a800:0001:0001:0002:0058:0056:0035,,,,,
44.30.4.69,AS210100,ADAM-CHODKOWSKI - Adam Chodkowski,44.30.4.0/24,US,
185.67.82.114,AS20904,"NETPLAZA-AS, FI",185.67.80.0/22,FI,
139.59.177.238,AS14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",139.59.176.0/20,SG,
185.220.101.61,AS60729,"TORSERVERS-NET, DE",185.220.101.0/24,DE,
