domain,priority,reason,flame_tp_ids,soa_email,ssl_org,ssl_serial,visual_hash
kaffeeschluerfer.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dnsmaster@ns1.redirectdom.com,,,
jjxj.fashion,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,hostmaster@hichina.com,,,
kayfilms.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kayfilms.top,,,
kesehatantubuh.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 100),TP-0001,hostmaster@nsone.net,,,
khtyler.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@khtyler.com,,,
kj-a.cc,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kj-a.cc,,,
hotmial.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@hotmial.com,,,
kotf.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
karydian.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
hotmilk.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@hotmilk.com,,,
korymix.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@nsone.net,,,
krogerco.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
hthp.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@hthp.com,,,
krns.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
katra.ovh,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
kingdomx.ai,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@jomax.net,,,fd99896968b6924a
ksdssd.cc,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@ksdssd.cc,,,
kotplawyer.top,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@dnsowl.com,,,
ksao.us,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@jomax.net,,,
kushgaming.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kushgaming.top,,,
kostenlosemailadresse.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dnsmaster@ns1.redirectdom.com,,,
kushbonus.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kushbonus.top,,,
huj.pl,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@huj.pl,,,
kushmania.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kushmania.top,,,
ksaroofing.top,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@dnsowl.com,,,
kushprize.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kushprize.top,,,
labara.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
kushriches.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@kushriches.top,,,
kyotosteakhouse.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
kulturbetrieb.info,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
kwl92k.jasdor.store,0,"FLAME:TP-0067,TP-0079","TP-0067,TP-0079",,,,
ladyofamerica.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
iclound.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@iclound.com,,,
laescuela.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
kserokopiarki.pl,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
iclud.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@iclud.com,,,
icxloud.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@icxloud.com,,,
icluoud.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@icluoud.com,,,
icx.in,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@icx.in,,,
laicai8.sbs,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@laicai8.sbs,,,
ifdef.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@registrar-servers.com,,,
kaarlojosefmail.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns-admin@zaebalodns.com,,,
lagsixtome.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@lagsixtome.com,,,
humancoder.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,awsdns-hostmaster@amazon.com,,,
ifile.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@ifile.com,,,
labebx.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 95),TP-0001,hostmaster@dnsowl.com,,,
lan-utan-uc-se.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@lan-utan-uc-se.com,,,
laocaishen.cc,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@laocaishen.cc,,,
laud.net,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
kycnot.cc,0,FP-0003: Crypto/Finance Fraud Co-hosting (conf: 70),TP-0049,dns@cloudflare.com,,,
learntofly.me,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@jomax.net,,,
imdb1.ru,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@imdb1.ru,,,
laborderie.ovh,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
legendaria.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
imaginged.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@imaginged.com,,,
lagrangenv.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,master@share-dns.com,,,
laytonassoc.com,0,FLAME:TP-0067,TP-0067,cloud-dns-hostmaster@google.com,,,
laposste.net,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0069,admin@laposste.net,,,
lege4h.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@lege4h.com,,,
infosol.me,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@infosol.me,,,
lickmyballs.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
lantv.ru,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@ns1.reg.ru,,,
leaguebet.info,0,FLAME:TP-0079,TP-0079,dns@cloudflare.com,,,
lapste.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
link3mail.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@link3mail.com,,,
lilly.co,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 100),TP-0001,hostmaster@nsone.net,,,
gma2il.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 60),TP-0012,,,,
les.codes,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
lesobprovermail.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns-admin@zaebalodns.com,,,
liquad.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 60),TP-0012,support@spaceship.com,,,
liboor.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,99ce362466939b99
livecam24.cc,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
internettrading.cz,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@internettrading.cz,,,
intersteller.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,ADMIN@intersteller.com,,,
japantrade.ru,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,,,,
inventonslemondedapres.org,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@inventonslemondedapres.org,,,
livingwater.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,namehost@WORLDNIC.COM,,,8000000000000000
lever-edge.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,91914e8e3b1b64eb
itcompany.in,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@itcompany.in,,,
losethed.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@losethed.com,,,
kopeechka.store,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,dns@cloudflare.com,,,
localss.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,,,,
halkasor.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@hostinger.com,,,
loscota.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,c6dd3177441d11cd
ironiebehindert.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@hetzner.com,,,
hookah-love.ru,0,FP-0010: Doppelganger / KadNap Residential Proxy Infrastructure (conf: 80),,admin@hookah-love.ru,,,
lvvd.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
lechatiao.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
ludi.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,dns@jomax.net,,,
loveme.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dnsmaster@wwdl.net,,,d4b02d4f30dec768
luve.fr,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
m.convulse.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,,,,
macess.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,cloud-dns-hostmaster@google.com,,,
itromail.hu,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 80),TP-0001,postmaster@kibernet.hu,,,
mai.dhcp.biz,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 60),,,,,
m07.ovh,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
losgolosos.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@1und1.com,,,
mail.augmentcoderesearch.icu,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@augmentcoderesearch.icu,,,
mail.apdiv.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@apdiv.com,,,
mail-temporaire.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
kuwaitonline.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@registrar-servers.com,,,
mail.googlepay101.cc,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@googlepay101.cc,,,
jeme.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@jeme.com,,,
mail.health-ua.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
mail.myserv.info,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 60),,,,,
lfsnj.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,dns@jomax.net,,,
mail.guillaumebastet.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,,,,
jhptraining.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@jhptraining.com,,,
mail.jpgames.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,,,,
mailcupp.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@mailcupp.com,,,
mailboxlife.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,cpanel@tech.namecheap.com,,,
mailernam.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@mailernam.com,,,
mailimail.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@mailimail.com,,,
krasnodar-stroi.ru,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,,,,
mailezee.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@mailezee.com,,,
jvllabs.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@jvllabs.com,,,
infusepro.cn,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,,,,
jyun.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@jyun.com,,,
kabbala.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@kabbala.com,,,
mailtemp.org,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,dns@jomax.net,,,
mail.tmwlsw.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,,,,
maillei.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@maillei.com,,,
in2nation.online,0,FP-0010: Doppelganger / KadNap Residential Proxy Infrastructure (conf: 80),,admin@in2nation.online,,,
k4ds.org,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@k4ds.org,,,
mail.floriamail.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,,,,9a9e696165274676
mainstreetprivacy.us,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
mantramail.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
kbchelmet.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@kbchelmet.com,,,
margateschoolofbeauty.net,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
mailtemporaire.fr,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
mailtemporaire.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
keeperhouse.ru,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,dns@timeweb.ru,,,
koin-qq.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@koin-qq.top,,,
livinginsurance.co.uk,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 60),,hostmaster@hwrn.net,,,
kkkkkk.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@kkkkkk.com,,,
kcrw.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@hetzner.com,,,
klo.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@klo.com,,,
mailmeanyti.me,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
marriote.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@marriote.com,,,
mcbryar.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@mcbryar.com,,,
kronedigits.ru,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@kronedigits.ru,,,
mailhole.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@cdom.de,,,ecce9039cb338c96
krainafinansow.com.pl,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@krainafinansow.com.pl,,,
medid.site,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,cpanel@tech.namecheap.com,,,
maszyny-rolnicze.net.pl,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
meox.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
medianess.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dnsmaster@ns1.redirectdom.com,,,
mailinator.us,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 40),,hostmaster@mailinator.us,,,cecc313399ccc6cc
mailin8r.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 40),,hostmaster@mailin8r.com,,,cecc313399ccc6cc
medicaltravel24.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
mensaje.xyz,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 100),TP-0001,hostmaster@nsone.net,,,
metrocar.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
labas.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@labas.com,,,
mail.nievemail.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 15),,,,,9a9e696165274676
lcvfdvynb.top,0,"FLAME:TP-0041, TP-0079","TP-0041, TP-0079",,,,
mewnwh.cc,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@mewnwh.cc,,,
mc-fly.be,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 20),,tech@ovh.net,,,
megamail.pt,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,postmaster@megamail.pt,,,
lagniappe-restaurant.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@lagniappe-restaurant.com,,,
metayer.dev,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
mmkm.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
latestcnnnews.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@latestcnnnews.com,,,
lancekellar.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@lancekellar.com,,,
mmciinc.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,azuredns-hostmaster@microsoft.com,,,9fe0a8ea70cd31c5
mobilespring.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
laszlomail.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@laszlomail.com,,,
moiv.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
mijn-bedrijf.info,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,support@regery.com,,,
mfsga.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,support@epik.com,,,
maxrollspins.co,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 40),,hostmaster@maxrollspins.co,,,cecc313399ccc6cc
mindini.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@beget.com,,,
morad.cc,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@morad.cc,,,
lgiw.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@lgiw.com,,,
morganstanle.com,0,FP-0007: Typosquat Evasion Infrastructure (conf: 60),TP-0012,postmaster@ms.com,,,
like.no,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@like.no,,,
iwmq.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@dnsowl.com,,,
mailart.ws,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,,,,
modery.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@webgo.de,,,
linozemtseva.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@linozemtseva.com,,,
monisee.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,c6dd3177441d11cd
motorcasino-club.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@motorcasino-club.top,,,
linseyalexander.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@linseyalexander.com,,,
mpsomaha.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
motorcasino-room.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@motorcasino-room.top,,,
moootech.mooo.com,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 60),,,,,
mjo.fr,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
lithium.info,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@lithium.info,,,
motorcasino-games.top,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@motorcasino-games.top,,,
movicc.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 90),TP-0001,hostmaster@movicc.com,,,
mrisemail.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@mrisemail.com,,,
mwrd.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
liveforyounow.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@liveforyounow.com,,,
megavision.net.id,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 60),,hostmaster@starnet.net.id,,,
lollu.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
llllll.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@llllll.com,,,
mrfix.us,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@jomax.net,,,91c45bd16c995c6d
munik.edu.pl,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,tech@ovh.net,,,
mylaptop.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
local.pointbuysys.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,mail@ndsplitter.com,,,
musian.de,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@webgo.de,,,
look.pointbuysys.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,mail@ndsplitter.com,,,
long.pointbuysys.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,mail@ndsplitter.com,,,
mymail.ns01.biz,0,FP-0011: IP-KVM / Remote-Management Exposure (conf: 60),,,,,
mymail-in.net,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
love.info,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@love.info,,,
mythereesa.com,0,"FLAME:TP-0063, TP-0079","TP-0063, TP-0079",admin@giantpanda.com,,,
myabandonware.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dnsmaster@hover.com,,,d0c83f8f61f09c0f
mswork.ru,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,support@reg.ru,,,
myweather.net,0,FLAME:TP-0079,TP-0079,hostmaster@nsone.net,,,
luxuryskinformula.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
mytrumail.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@mytrumail.com,,,
mysansan.foo,0,FLAME:TP-0079,TP-0079,dns@cloudflare.com,,,
nameplanet.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
mymassages.online,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,hostmaster@nsone.net,,,c74d3896336bc925
natweat.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,admin@giantpanda.com,,,
n1casino.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,dns@cloudflare.com,,,
melhor.ws,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,,,,
lvword.com,0,FP-0009: IPIDEA Residential Proxy Network Infrastructure (conf: 80),,support@spaceship.com,,,
maal.com,0,FP-0008: pickelhost/eye-mail ULA SPF Phishing Platform (conf: 75),TP-0001,hostmaster@maal.com,,,
