asn,asn_name,domain_count
150961,"IDNIC-KLIKPAS-ID PT. Pandeglang Akses Semesta, ID",1
4812,"CHINANET-SH-AP China Telecom Group, CN",1
1449,"PAYPAL-CORP - PayPal, Inc., US",1
9657,"MELSANET-ID-AP Melsa-i-net AS, ID",1
11260,"EASTLINK-HSI - EastLink, CA",1
131111,"CEPATNET-AS-ID PT Mora Telematika Indonesia, ID",1
27176,"DATAWAGON - DataWagon LLC, US",1
3758,"SINGNET SingNet, SG",1
7055,"QIS - Quantum Internet Services, Inc., US",1
15430,"European Dynamics SA, GR",1
13886,"CLOUD-SOUTH - Cloud South, US",1
36103,"CENTRALUTAH - Central Utah Telephone, Inc., US",1
12296,"ADANET-, TR",1
59943,"LEVEL27-AS, BE",1
5432,"PROXIMUS-ISP-AS, BE",1
12993,"DEAC-AS, LV",1
59281,"SKINET-AS-ID PT Sumber Koneksi Indonesia, ID",1
15576,"NTS, CH",1
58010,"UVENSYS, DE",1
8926,"MOLDTELECOM-AS Moldtelecom Autonomous System, MD",1
37105,"RAIN-GROUP-HOLDINGS, ZA",1
15802,"DU-AS1, AE",1
56958,"RAIOLANETWORKS Raiola Networks S.L., ES",1
53038,"IDC19 - WDI SOLUCOES EM TEC INFORMACAO LTDA, BR",1
213038,"DREAMVPS, IL",1
46318,"TECHOPS-ASN-4 - Live Nation Entertainment, Inc., US",1
51431,"IR-AVABARID-AS, IR",1
20811,"BRENNERCOM-AS, IT",1
207181,"RNITELCO, FR",1
43865,"INTEK-M-AS, RU",1
30962,"COMTRANCE-AS, DE",1
399522,"TP - The Producers, Inc., US",1
197071,"ACTIVE-SERVERS active-servers.com, DE",1
211494,"NARAYANA, EE",1
17534,"NSK NSK Co.,Ltd., JP",1
263108,"OPANET TELECOMUNICACOES LTDA - ME, BR",1
23273,"HOSTP-LA - HostPapa, US",1
61207,"ILAIT, SE",1
6619,"SAMSUNGSDS-AS-KR SamsungSDS Inc., KR",1
151704,"BHARATDC-AS BHARAT DATACENTER, IN",1
41722,"MIRAN-AS Miran DC, RU",1
6700,"BEOTEL-AS www.beotel.net, RS",1
202042,"SKROUTZ-, GR",1
58305,"SYN-US SYN, GB",1
199558,"MEDPA-AS, LV",1
39798,"MIVOCLOUD, MD",1
58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd., TH",1
42868,"NIOBEBILISIMHIZMETLERI, TR",1
16839,"SNC - SERVICENOW, INC., US",1
41541,"SWHO-AS swhosting.com, ES",1
50728,"GALACTICA-AS, PL",1
21782,"PLATEAU - Plateau Telecommunications Incorporated, US",1
11427,"TWC-11427-TEXAS - Charter Communications Inc, US",1
27446,"AS-ERCBB - ERC Broadband, US",1
8823,"AUTONOMOUSSYSTEMROCKENSTEINAG, DE",1
19969,"JOESDATACENTER - CyberCloud Professionals LLC, US",1
57568,"TR_ARVANCLOUD, AE",1
6253,"PRUASN - The Prudential Insurance Company of America, US",1
396073,"MAJESTIC-HOSTING-01 - Majestic Hosting Solutions, LLC, US",1
19122,"ESTRUXTURE-ON-19122 - eStruxture Data Centers Inc., CA",1
12831,"TASK-AS, PL",1
8323,"CYFRONET-AS2 Metropolitan Area Network Autonomous System, PL",1
8245,"VIDEOBROADCAST-AS, AT",1
28343,"UNIFIQUE TELECOMUNICACOES SA, BR",1
19148,"LEASEWEB-USA-PHX - Leaseweb USA, Inc., US",1
20655,"E-STYLEISP-AS, RU",1
265262,"Skymail Servicos de Computacao e Provimento de Inf, BR",1
25446,"ERTH-CLOUD-AS, RU",1
3303,"SWISSCOM Swisscom Switzerland Ltd, CH",1
203724,"MGG4-AS1 OCITOKEN::203724:96bdd83e28cd70a1d1f9b623bcbbf8c45708843daaaca2472da4cfd179c96b5b, DE",1
16942,"CITIZENS - Citizens Telephone Cooperative, US",1
17623,"CNCGROUP-SZ China Unicom Shenzen network, CN",1
16262,"DATACHEAP-LLC-AS, RU",1
262287,"Latitude.sh LTDA, BR",1
395173,"AS-TCCL-18 - Tuckersmith Communications Co-Operative Limited, CA",1
42422,"SECURITYNET-AS, CZ",1
60913,"UR-AS, RU",1
14446,"CNT-ASN - Central Newspapers Technologies Inc., US",1
31641,"ATLAS-COMMUNICATIONS-AS, GB",1
397353,"TDY-US1-DC - Teledyne Technologies Incorporated, US",1
56320,"VIKING-AS, IT",1
9299,"IPG-AS-AP Philippine Long Distance Telephone Company, PH",1
56643,"UZAKNET, TR",1
6697,"BELPAK-AS BELPAK, BY",1
45671,"AS45671-NET-AU Wholesale Services Provider, AU",1
196713,"ABANSYS_AND_HOSTYTEC-AS C. Charles Robert Darwin, 11, ES",1
35805,"SILKNET-AS Silknet Autonomous System, GE",1
3243,"MEO-RESIDENCIAL, PT",1
206216,"ADVIN-AS, US",1
30277,"DFW-DATACENTER - DFW Datacenter, US",1
46562,"PERFORMIVE - Performive LLC, US",1
29648,"COMLINE-AS, RU",1
12843,"TELEMAXX, DE",1
47655,"LINKINTEL, RU",1
401479,"DBM-ASN-KC - Database Mart LLC, US",1
38750,"TDS-AS-ID Telemedia Dinamika Sarana, PT, ID",1
397966,"READYDEDISLLC - ReadyDedis, LLC, US",1
141892,"IDNIC-SENGKED-AS-ID CV Andhika Pratama Sanggoro, ID",1
202376,"ARVID-LOGICUM, EE",1
53767,"ICASTCENTER - iCastCenter, US",1
399820,"ATOMIC-NETWORKS-1 - SPARKED HOST LLC, US",1
50565,"MUZAFFERGULER, TR",1
32400,"HWSERVICES-32400 - Ntirety, Inc., US",1
394303,"BIGSCOOTS - BigScoots, US",1
149124,"THANHPHAT-VN WEBPX SOFTWARE COMPANY LIMITED, VN",1
22652,"FIBRENOIRE-INTERNET - Videotron Ltee, CA",1
36473,"CONTE-25-BLA-RST - Contegix, US",1
213495,"SERVITRO-LTD, GB",1
12129,"123NET - 123.Net, Inc., US",1
51377,"COMASYS, DK",1
136412,"TSI-AS-AP Titan System Integration Sdn Bhd, MY",1
17547,"M1NET-SG-AP M1 NET LTD, SG",1
35326,"SUVAN-NET, UZ",1
141294,"M21IDC-AS M21 Data Center, IN",1
45194,"SIPL-AS Syscon Infoway Pvt. Ltd., IN",1
47381,"SERVERGARDEN-AS Servergarden Kft., HU",1
61297,"DATACENTER-UA LIMITED LIABILITY COMPANY ANTE MEDIAM, UA",1
43727,"KVANT-TELECOM, RU",1
27725,"Empresa de Telecomunicaciones de Cuba, S.A., CU",1
48979,"UZINFOCOM, UZ",1
60458,"ASN-XTUDIONET, ES",1
200548,"WEBHOSTER, DE",1
45899,"VNPT-AS-VN VNPT Corp, VN",1
59827,"FUTUREWEB-AS, BE",1
19133,"BIRD-HOSTING - Bird Hosting Inc., US",1
203076,"ORG-NL671-RIPE, GB",1
47989,"MOSINFOCOM-AS Mosinfocom Llc, RU",1
52968,"TECMIDIAWEB LTDA, BR",1
32740,"SLIQUA - Sliqua Enterprise Hosting, Inc., US",1
21350,"INTERSPACE-AS, IL",1
19905,"SECURITYSERVICES - Vercara, LLC, US",1
55106,"DATACATE-AS1 - Datacate Inc., US",1
207083,"HOSTSLIM-GLOBAL-NETWORK, NL",1
197204,"TELEMAKS, RU",1
29527,"ASTUTIUM-AS Astutium Limited, GB",1
41000,"FREETHOUGHT-AS, GB",1
18865,"AS-INTUIX - Intuix LLC, US",1
200487,"OOOVPS-AS, RU",1
35769,"GPNS, RU",1
14268,"ASNCSL - Northern Computer Solutions Ltd., CA",1
852,"TELUS Communications, CA",1
22489,"DATABANK-CASTLEACCESS - Castle Access Inc, US",1
138117,"IDNIC-SOBAT-AS-ID PT. Solusindo Basis Teknologi, ID",1
35415,"WEBZILLA, NL",1
7029,"WINDSTREAM - Windstream Communications LLC, US",1
328471,"Hero-Telecoms, ZA",1
199950,"HJELM-ENTERPRISES-AB, SE",1
44592,"SKYLINK, NL",1
15626,"GF-UA, US",1
41966,"SKYNET, PL",1
49334,"SH-COM-, TR",1
40618,"SESAME - Sesame Workshop, US",1
135951,"WEBICO-AS-VN Webico Company Limited, VN",1
44128,"INTERNET-PRO-AS, RU",1
13917,"CORPWEST - Corporate West Computer Systems, Inc., US",1
201206,"LINEVAST, DE",1
208475,"NRG, RO",1
47253,"AS-BNETSET, PS",1
140068,"CFHIL-AS-AP Code For Host Inc Ltd, BD",1
270179,"PC ONLINE, MX",1
6849,"UKRTELNET, UA",1
35745,"PROVECTOR-AS, PL",1
213250,"ITP-SOLUTIONS, DE",1
5048,"FIBER - FIBERNET Corp., US",1
50245,"SERVEREL-AS, US",1
137263,"NETEASE-AS-AP NETEASE HONG KONG LIMITED, HK",1
29757,"WEBLINE19 - Webline Services Inc, US",1
51311,"ASNS, FI",1
154177,"LIGHT4-AS-AP LIGHT NODE LIMITED, HK",1
23816,YAHOO LY Corporation,1
58247,"NETVEILLANCE, RO",1
3147,"US-BANCORP - U.S. BANCORP, US",1
4455,BSO - IX Reach Ltd,1
3378,"MCI-ASN - Verizon Business, US",1
2119,"TELENOR-NEXTEL Telenor Norge AS, NO",1
207633,"NOSSPEED, TR",1
214986,"ASNERI1, ES",1
42708,"GLESYS glesys.com, SE",1
49985,"IP4ISP, CZ",1
11971,"PFIZERNET-GROTON - Pfizer Inc., US",1
5610,"O2-CZECH-REPUBLIC, CZ",1
29405,"VNET-AS, SK",1
42655,"BESTHOSTING-AS, UA",1
24955,"UBN-AS, RU",1
10032,"HGC-AS-AP BDX DC Services HK Limited, HK",1
3216,"SOVAM-AS, RU",1
54489,"CORESPACE-DAL - CoreSpace, Inc., US",1
150895,"EZTECH-VN EZ TECHNOLOGY COMPANY LIMITED, VN",1
48753,"AVAHOHST, MD",1
38320,"MMS-AS-ID PT Maxindo Mitra Solusi, ID",1
200081,"SIM-NETWORKS, DE",1
34300,"SPACENET-AS Internet Service Provider, RU",1
10320,"ISPN - Internet Services Provider Network, US",1
35625,"EUROFIBER-FRANCE, FR",1
19624,"SERVERROOM - Data Room, Inc, US",1
132161,"VGRID-AS-AP vGRID Limited, NZ",1
15541,"CETI-AS CETI ISP, Poland, PL",1
207459,"AS-TEKNOSOS-INT, TR",1
41745,"FORTIS-AS Hosting services, RU",1
27229,"WEBHOST-ASN1 - Webhosting.Net, Inc., US",1
35042,"LAYER7-NETWORKS-, DE",1
205090,"FIRST-SERVER-EUROPE, GB",1
45668,"AIMS-MY-NET AIMS Data Centre Sdn Bhd, MY",1
138839,"AIL-AS-ID PT Adidaya Infocom Lestari, ID",1
45441,"SHEEPLINK-TH SheepLink Co.,Ltd., TH",1
395092,"SHOCK-1 - Shock Hosting LLC, US",1
149161,"MEGA-VN MEGA TECHNOLOGY COMPANY LIMITED, VN",1
